word,normalized_word,source,is_trusted,is_common,is_active,layer,include_in_runtime,include_as_candidate,review_state
কালুয়া,কালুয়া,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কালেঙ্গায়,কালেঙ্গায়,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কালেজপাড়া,কালেজপাড়া,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কালেমায়,কালেমায়,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কালেরপাড়া,কালেরপাড়া,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কালো,কালো,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কালোজিরা,কালোজিরা,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কালোবাজারির,কালোবাজারির,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কালোয়,কালোয়,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কালোজিরায়,কালোজিরায়,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কালোয়া,কালোয়া,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কালোয়াত,কালোয়াত,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কালোয়াতি,কালোয়াতি,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কালোয়াতী,কালোয়াতী,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কালোয়াতে,কালোয়াতে,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কালোয়ায়,কালোয়ায়,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশতলায়,কাশতলায়,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশফিয়া,কাশফিয়া,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশফিয়াকে,কাশফিয়াকে,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশিড়া,কাশিড়া,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশিমাড়ি,কাশিমাড়ি,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশিমিয়া,কাশিমিয়া,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশিয়া,কাশিয়া,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশিয়াইশ,কাশিয়াইশ,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশিয়াগাড়ী,কাশিয়াগাড়ী,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশিয়াছ,কাশিয়াছ,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশিয়াছি,কাশিয়াছি,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশিয়াছিল,কাশিয়াছিল,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশিয়াছিলাম,কাশিয়াছিলাম,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশিয়াছিলি,কাশিয়াছিলি,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশিয়াছিলে,কাশিয়াছিলে,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশিয়াছিলেন,কাশিয়াছিলেন,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশিয়াছিস,কাশিয়াছিস,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশিয়াছে,কাশিয়াছে,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশিয়াছেন,কাশিয়াছেন,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশিয়াডাঙ্গা,কাশিয়াডাঙ্গা,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশিয়াডাঙ্গায়,কাশিয়াডাঙ্গায়,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশিয়ানি,কাশিয়ানি,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশিয়ানী,কাশিয়ানী,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশিয়ানীতে,কাশিয়ানীতে,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশিয়ানীর,কাশিয়ানীর,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশিয়ানূ,কাশিয়ানূ,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশিয়াবাড়ি,কাশিয়াবাড়ি,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশিয়াবাড়ির,কাশিয়াবাড়ির,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশিয়াবাড়ী,কাশিয়াবাড়ী,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশিয়াবালা,কাশিয়াবালা,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশিয়ার,কাশিয়ার,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশিয়াহাটা,কাশিয়াহাটা,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশিয়ো,কাশিয়ো,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশীজোড়া,কাশীজোড়া,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশীপাড়া,কাশীপাড়া,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশীয়াল,কাশীয়াল,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশুলিয়াপাড়া,কাশুলিয়াপাড়া,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশেমপাড়ার,কাশেমপাড়ার,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশেমিয়া,কাশেমিয়া,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশোপাড়া,কাশোপাড়া,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশোয়ারচর,কাশোয়ারচর,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশ্‌,কাশ্,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশ্মীরজুড়ে,কাশ্মীরজুড়ে,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাশ্যপেয়,কাশ্যপেয়,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাসওয়াতি,কাসওয়াতি,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাসকুয়েরোকে,কাসকুয়েরোকে,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাসপিয়ান,কাসপিয়ান,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাসাব্লাঙ্কায়,কাসাব্লাঙ্কায়,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাসাব্ল্যাঙ্কায়,কাসাব্ল্যাঙ্কায়,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাসায়েরকে,কাসায়েরকে,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাসিয়াস,কাসিয়াস,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাস্টডিয়ান,কাস্টডিয়ান,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাস্টমপ্রক্রিয়া,কাস্টমপ্রক্রিয়া,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাস্টমসপাড়া,কাস্টমসপাড়া,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাস্টিংয়ের,কাস্টিংয়ের,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাস্টোডিয়ান,কাস্টোডিয়ান,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাস্টোডিয়ানের,কাস্টোডিয়ানের,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাস্টোডিয়ার,কাস্টোডিয়ার,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাস্তসুয়া,কাস্তসুয়া,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাস্তেইয়ানো,কাস্তেইয়ানো,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাস্পিয়ান,কাস্পিয়ান,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাহারপাড়া,কাহারপাড়া,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাহারপাড়ায়,কাহারপাড়ায়,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাহারপাড়ার,কাহারপাড়ার,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাহিনিবিষয়ক,কাহিনিবিষয়ক,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাহিলীপাড়ার,কাহিলীপাড়ার,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কাহেতেরদিয়া,কাহেতেরদিয়া,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিইয়ং,কিইয়ং,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিউঝুয়াই,কিউঝুয়াই,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিউবায়,কিউবায়,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিউবায়ই,কিউবায়ই,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিউবায়ও,কিউবায়ও,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিউয়া,কিউয়া,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিউয়ে,কিউয়ে,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিউয়ের,কিউয়ের,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিউয়েরকাস,কিউয়েরকাস,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিউয়েল,কিউয়েল,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিউরিয়াস,কিউরিয়াস,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিউলিয়র,কিউলিয়র,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিওংজিয়াং,কিওংজিয়াং,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিওয়ার্ড,কিওয়ার্ড,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিওয়াসলা,কিওয়াসলা,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিওয়েল,কিওয়েল,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিওয়েলকে,কিওয়েলকে,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিওয়েলের,কিওয়েলের,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিংকংয়ের,কিংকংয়ের,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিংকর্তব্যবিমূঢ়,কিংকর্তব্যবিমূঢ়,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিংকর্তব্যবিমূঢ়তা,কিংকর্তব্যবিমূঢ়তা,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিংগ্যারয়,কিংগ্যারয়,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিংছুপুয়ার,কিংছুপুয়ার,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিংবদন্তীয়,কিংবদন্তীয়,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিংয়ের,কিংয়ের,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিংয়েরা,কিংয়েরা,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিংহুয়াংডাওয়ে,কিংহুয়াংডাওয়ে,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিকওয়েট,কিকওয়েট,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিকওয়েটের,কিকওয়েটের,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিচ্‌কিচ্‌,কিচ্কিচ্,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিচ্‌মিচ্‌,কিচ্মিচ্,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিছুমাত্রায়,কিছুমাত্রায়,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিজওয়েটার,কিজওয়েটার,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিজওয়েটারের,কিজওয়েটারের,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিজলিয়ার,কিজলিয়ার,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিজিরো,কিজিরো,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিটিওয়েক,কিটিওয়েক,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিটিশিয়ান,কিটিশিয়ান,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিটোন,কিটোন,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিড়মিড়,কিড়মিড়,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিড়িমিড়ি,কিড়িমিড়ি,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিড়্‌মিড়্‌,কিড়্মিড়্,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিতাগাওয়া,কিতাগাওয়া,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিতাজাওয়া,কিতাজাওয়া,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিতাজাওয়াও,কিতাজাওয়াও,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিত্তনখোলায়,কিত্তনখোলায়,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিত্তনিয়া,কিত্তনিয়া,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিত্তনীয়া,কিত্তনীয়া,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিত্তারগাঁওয়ের,কিত্তারগাঁওয়ের,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিথুরুয়ান,কিথুরুয়ান,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিদওয়াই,কিদওয়াই,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিদওয়াইকে,কিদওয়াইকে,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিদোয়াই,কিদোয়াই,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনঘাইয়ের,কিনঘাইয়ের,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনয়,কিনয়,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনশাসায়,কিনশাসায়,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনাইয়া,কিনাইয়া,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনাইয়াছ,কিনাইয়াছ,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনাইয়াছি,কিনাইয়াছি,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনাইয়াছিল,কিনাইয়াছিল,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনাইয়াছিলাম,কিনাইয়াছিলাম,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনাইয়াছিলি,কিনাইয়াছিলি,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনাইয়াছিলে,কিনাইয়াছিলে,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনাইয়াছিলেন,কিনাইয়াছিলেন,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনাইয়াছিস,কিনাইয়াছিস,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনাইয়াছে,কিনাইয়াছে,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনাইয়াছেন,কিনাইয়াছেন,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনাইয়ার্ডের,কিনাইয়ার্ডের,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনাইয়ো,কিনাইয়ো,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনায়,কিনায়,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনায়েত,কিনায়েত,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনারজুড়ে,কিনারজুড়ে,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনারায়,কিনারায়,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনিয়া,কিনিয়া,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনিয়াই,কিনিয়াই,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনিয়াছ,কিনিয়াছ,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনিয়াছি,কিনিয়াছি,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনিয়াছিল,কিনিয়াছিল,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনিয়াছিলাম,কিনিয়াছিলাম,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনিয়াছিলি,কিনিয়াছিলি,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনিয়াছিলে,কিনিয়াছিলে,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনিয়াছিলেন,কিনিয়াছিলেন,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনিয়াছিস,কিনিয়াছিস,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনিয়াছে,কিনিয়াছে,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনিয়াছেন,কিনিয়াছেন,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনিয়ে,কিনিয়ে,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনিয়েছ,কিনিয়েছ,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনিয়েছি,কিনিয়েছি,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনিয়েছিল,কিনিয়েছিল,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনিয়েছিলাম,কিনিয়েছিলাম,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনিয়েছিলি,কিনিয়েছিলি,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনিয়েছিলুম,কিনিয়েছিলুম,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনিয়েছিলে,কিনিয়েছিলে,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনিয়েছিলেন,কিনিয়েছিলেন,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনিয়েছিলেম,কিনিয়েছিলেম,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনিয়েছিস,কিনিয়েছিস,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনিয়েছে,কিনিয়েছে,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনিয়েছেন,কিনিয়েছেন,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিনিয়ো,কিনিয়ো,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিন্ডারগার্টেনগুলোয়,কিন্ডারগার্টেনগুলোয়,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিন্ডারহিলফজোয়ের্কের,কিন্ডারহিলফজোয়ের্কের,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিপিংয়ে,কিপিংয়ে,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিপিংয়েও,কিপিংয়েও,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিপিংয়ের,কিপিংয়ের,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিফায়া,কিফায়া,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিবরিয়া,কিবরিয়া,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিবরিয়াও,কিবরিয়াও,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিবরিয়াকে,কিবরিয়াকে,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিবরিয়ার,কিবরিয়ার,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিবরিয়াসহ,কিবরিয়াসহ,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিবরীয়া,কিবরীয়া,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিবোওয়েন,কিবোওয়েন,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিমসোইয়ং,কিমসোইয়ং,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিমায়,কিমায়,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিমিয়া,কিমিয়া,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়ং,কিয়ং,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়ংদশ,কিয়ংদশ,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়ংয়ের,কিয়ংয়ের,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়ৎ,কিয়ৎ,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়দংশ,কিয়দংশ,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়দংশই,কিয়দংশই,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়দংশের,কিয়দংশের,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়দ্দিন,কিয়দ্দিন,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়দ্দূর,কিয়দ্দূর,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়ম,কিয়ম,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়ল্লাই,কিয়ল্লাই,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়স্ক,কিয়স্ক,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়স্কটিতে,কিয়স্কটিতে,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়স্কটির,কিয়স্কটির,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়স্কতে,কিয়স্কতে,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়া,কিয়া,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়াই,কিয়াই,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়াও,কিয়াও,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়াওজিয়া,কিয়াওজিয়া,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়াং,কিয়াং,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়াংপাড়ার,কিয়াংপাড়ার,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়াংসহ,কিয়াংসহ,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়াক,কিয়াক,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়াখালী,কিয়াখালী,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়াজ,কিয়াজ,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়াটো,কিয়াটো,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়াত,কিয়াত,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়াতলা,কিয়াতলা,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়াতের,কিয়াতের,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়ান,কিয়ান,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়ানি,কিয়ানি,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়ানিকে,কিয়ানিকে,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়ানির,কিয়ানির,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়ানু,কিয়ানু,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়াপারাদি,কিয়াপারাদি,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়াম,কিয়াম,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়ামত,কিয়ামত,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়ামতে,কিয়ামতে,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়ামতের,কিয়ামতের,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়ামুদ্দিন,কিয়ামুদ্দিন,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়ামুদ্দিনের,কিয়ামুদ্দিনের,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়াম্বু,কিয়াম্বু,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়ায়,কিয়ায়,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়ার,কিয়ার,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়ারা,কিয়ারা,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়ারার,কিয়ারার,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়ারে,কিয়ারে,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়ারোস্তমি,কিয়ারোস্তমি,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়ারোস্তামি,কিয়ারোস্তামি,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
কিয়ারোস্তামির,কিয়ারোস্তামির,Bengali.txt,1,0,1,accepted_variants,1,1,normalized_surface_variant
